1,42,22
2,60,28
3,46,26
4,72,28
5,49,26
6,53,19
7,60,19
8,45,17
9,46,14
10,66,22
11,65,17
12,74,18
13,74,25
14,45,21
15,60,27
16,56,24
17,49,30
18,62,30
19,55,30
20,37,31
21,40,32
22,109,25
23,47,23
24,53,28
25,38,28
26,41,31
27,50,30
28,45,33
29,40,88
30,48,24
31,50,28
32,52,22
33,42,22
34,35,27
35,36,24
36,39,21
37,33,22
38,36,25
39,51,32
40,45,34
41,45,38
42,39,38
43,59,44
44,50,49
45,55,56
46,44,46
47,55,49
48,65,45
49,61,44
50,66,44
51,55,46
52,55,63
53,57,40
54,48,29
55,48,34
56,52,30
57,52,37
58,79,33
59,49,23
60,59,29
61,45,40
62,32,33
63,36,22
64,33,21
65,35,22
66,25,20
67,32,19
68,41,28
69,56,38
70,60,43
71,61,44
72,80,48
73,65,53
74,63,47
75,61,98
76,64,62
77,74,58
78,66,46
79,76,44
80,71,36
81,55,36
82,44,34
83,35,37
84,51,28
85,34,23
86,49,24
87,55,22
88,46,25
89,34,32
90,41,20
91,37,23
92,30,27
93,28,15
94,38,36
95,31,18
96,39,21
97,34,46
98,37,36
99,44,65
100,41,43
101,53,45
102,38,50
103,52,46
104,63,49
105,43,88
106,40,57
107,51,88
108,37,85
109,40,59
110,54,64
111,33,33
112,53,62
113,39,42
114,47,55
115,33,46
116,43,38
117,32,43
118,37,35
119,34,24
120,29,24
121,28,37
122,40,24
123,41,22
124,31,28
125,38,25
126,35,39
127,36,37
128,44,48
129,52,41
130,41,48
131,52,55
132,40,52
133,76,53
134,47,49
135,49,53
136,68,47
137,42,46
138,45,36
139,51,36
140,45,37
141,39,46
142,85,37
143,42,29
144,44,33
145,42,34
146,38,33
147,32,30
148,33,35
149,33,25
150,32,21
151,32,24
152,28,26
153,35,24
154,30,29
155,38,40
156,58,56
157,40,48
158,39,55
159,47,56
160,46,49
161,47,54
162,45,51
163,49,51
164,52,52
165,110,50
166,44,55
167,39,46
168,35,43
169,41,48
170,36,54
171,51,34
172,33,39
173,40,41
174,33,43
175,32,38
176,34,38
177,30,33
178,63,47
179,41,44
180,24,38
181,25,34
182,23,32
183,27,32
184,24,36
185,37,31
186,37,38
187,47,43
188,48,34
189,31,32
190,50,35
191,31,30
192,54,35
193,27,45
194,35,39
195,38,42
196,34,50
197,30,43
198,37,47
199,35,47
200,30,47
201,39,34
202,29,30
203,51,46
204,37,32
205,31,27
206,40,47
207,32,37
208,44,41
209,61,37
210,20,25
211,23,24
212,25,33
213,18,15
214,32,32
215,31,19
216,38,21
217,32,33
218,49,35
219,35,49
220,36,26
221,42,38
222,41,25
223,40,44
224,38,32
225,38,27
226,36,26
227,34,24
228,42,18
229,37,20
230,37,22
231,49,21
232,52,26
233,41,15
234,43,13
235,41,24
236,46,12
237,45,18
238,44,15
239,36,14
240,32,21
241,41,30
242,38,35
243,59,39
244,55,42
245,60,43
246,48,43
247,51,46
248,61,46
249,77,47
250,71,55
251,58,45
252,60,41
253,54,37
254,55,33
255,55,28
256,52,30
257,52,29
258,50,32
259,38,29
260,41,26
261,57,28
262,49,28
263,30,23
264,39,21
265,31,22
266,29,18
267,27,17
268,28,18
269,49,52
270,48,56
271,41,64
272,50,39
273,37,87
274,44,55
275,41,110
276,43,52
277,47,48
278,47,71
279,47,44
280,43,79
281,46,35
282,50,91
283,53,32
284,48,25
285,49,27
286,32,23
287,50,27
288,41,38
289,45,35
290,39,37
291,36,35
292,49,43
293,34,20
294,41,38
295,43,46
296,33,31
297,29,26
298,41,38
299,43,45
300,48,46
301,56,44
302,51,50
303,53,55
304,53,48
305,55,46
306,49,46
307,47,50
308,45,47
309,46,63
310,44,51
311,38,41
312,44,42
313,43,35
314,45,51
315,49,66
316,44,57
317,47,47
318,42,35
319,42,49
320,38,55
321,31,41
322,34,22
323,35,29
324,44,26
325,36,35
326,33,34
327,46,41
328,39,40
329,67,45
330,57,41
331,65,45
332,49,44
333,54,46
334,52,47
335,54,46
336,57,53
337,64,55
338,49,40
339,46,36
340,44,38
341,35,32
342,41,39
343,40,25
344,36,26
345,38,32
346,44,25
347,53,26
348,36,23
349,38,31
350,32,27
351,43,28
352,42,54
353,60,25
354,82,26
355,25,22
356,44,52
357,63,36
358,42,42
359,41,43
360,47,50
361,57,53
362,51,49
363,50,61
364,48,54
365,55,60
366,48,51
367,56,123
368,45,44
369,42,41
370,39,47
371,42,41
372,37,33
373,36,34
374,32,34
375,32,38
376,48,33
377,29,34
378,32,56
379,41,44
380,39,63
381,32,35
382,34,45
383,23,30
384,24,33
385,36,34
386,35,37
387,28,28
388,32,37
389,36,33
390,35,32
391,30,45
392,39,44
393,37,52
394,33,48
395,32,52
396,45,49
397,35,44
398,26,53
399,40,52
400,33,44
401,31,44
402,32,49
403,28,47
404,34,45
405,40,42
406,29,43
407,25,59
408,28,36
409,31,35
410,40,30
411,22,36
412,21,41
413,23,31
414,18,35
415,22,30
416,23,37
417,34,35
418,32,42
419,29,41
420,27,39
421,27,54
422,24,40
423,32,68
424,38,50
425,34,52
426,41,51
427,25,46
428,29,48
429,25,46
430,27,54
431,27,48
432,34,64
433,32,47
434,27,61
435,25,46
436,87,43
437,60,46
438,22,45
439,22,36
440,38,50
441,27,44
442,26,55
443,42,80
444,43,65
445,50,63
446,42,64
447,38,74
448,40,66
449,55,81
450,45,97
451,50,123
452,51,100
453,52,94
454,45,144
455,43,105
456,49,46
457,29,43
458,40,103
459,43,46
460,36,38
461,32,34
462,27,25
463,27,23
464,41,42
465,28,23
466,26,24
467,26,25
468,24,25
469,35,24
470,27,25
471,24,32
472,41,43
473,36,43
474,41,87
475,44,49
476,86,84
477,47,64
478,49,49
479,55,46
480,48,45
481,57,76
482,46,59
483,36,57
484,38,60
485,53,54
486,44,40
487,49,47
488,57,30
489,44,34
490,49,42
491,56,35
492,42,44
493,35,83
494,37,68
495,30,43
496,33,41
497,31,28
498,27,26
499,35,69
500,51,46
501,57,116
502,39,45
503,68,42
504,41,54
505,43,59
506,41,80
507,69,74
508,59,59
509,68,44
510,56,47
511,45,48
512,40,58
513,36,46
514,42,52
515,44,55
516,45,50
517,41,37
518,30,32
519,44,69
520,47,24
521,33,22
522,29,20
523,39,24
524,32,19
525,31,34
526,28,33
527,27,34
528,32,67
529,30,44
530,35,82
531,45,45
532,44,42
533,47,49
534,46,52
535,58,40
536,51,42
537,51,60
538,49,44
539,57,81
540,54,55
541,45,36
542,56,30
543,44,32
544,41,36
545,42,37
546,42,44
547,48,33
548,50,39
549,56,29
550,53,32
551,45,50
552,42,29
553,28,26
554,42,29
555,50,33
556,32,41
557,28,28
558,33,27
559,65,30
560,39,38
561,48,38
562,58,43
563,58,59
564,42,35
565,59,54
566,46,62
567,53,95
568,52,49
569,55,56
570,52,56
571,34,70
572,74,96
573,32,50
574,42,101
575,45,83
576,45,62
577,31,38
578,61,40
579,44,45
580,54,39
581,46,49
582,42,33
583,47,34
584,43,36
585,51,36
586,58,45
587,48,44
588,45,43
589,69,42
590,72,40
591,55,38
592,57,50
593,56,44
594,47,46
595,44,47
596,45,43
597,45,42
598,44,50
599,40,43
600,65,45
601,43,41
602,53,41
603,107,40
604,48,39
605,50,38
606,38,40
607,46,37
608,75,32
609,45,34
610,45,34
611,44,44
612,59,39
613,39,36
614,37,38
615,43,34
616,34,41
617,36,51
618,45,45
619,42,45
620,52,51
621,56,54
622,58,56
623,48,48
624,52,26
625,41,24
626,60,25
627,39,26
628,52,32
629,59,23
630,51,22
631,38,22
632,51,34
633,47,20
634,61,23
635,45,26
636,49,27
